#  100 100
    -3.000000    -1.500000   600.000000
    -3.000000    -1.449495   600.000000
    -3.000000    -1.398990   600.000000
    -3.000000    -1.348485   600.000000
    -3.000000    -1.297980   600.000000
    -3.000000    -1.247475   600.000000
    -3.000000    -1.196970   600.000000
    -3.000000    -1.146465   600.000000
    -3.000000    -1.095960   600.000000
    -3.000000    -1.045455   600.000000
    -3.000000    -0.994949   600.000000
    -3.000000    -0.944444   600.000000
    -3.000000    -0.893939   600.000000
    -3.000000    -0.843434   600.000000
    -3.000000    -0.792929   600.000000
    -3.000000    -0.742424   600.000000
    -3.000000    -0.691919   600.000000
    -3.000000    -0.641414   600.000000
    -3.000000    -0.590909   600.000000
    -3.000000    -0.540404   600.000000
    -3.000000    -0.489899   600.000000
    -3.000000    -0.439394   600.000000
    -3.000000    -0.388889   600.000000
    -3.000000    -0.338384   600.000000
    -3.000000    -0.287879   600.000000
    -3.000000    -0.237374   600.000000
    -3.000000    -0.186869   600.000000
    -3.000000    -0.136364   600.000000
    -3.000000    -0.085859   600.000000
    -3.000000    -0.035354   600.000000
    -3.000000     0.015152   600.000000
    -3.000000     0.065657   600.000000
    -3.000000     0.116162   600.000000
    -3.000000     0.166667   600.000000
    -3.000000     0.217172   600.000000
    -3.000000     0.267677   600.000000
    -3.000000     0.318182   600.000000
    -3.000000     0.368687   600.000000
    -3.000000     0.419192   600.000000
    -3.000000     0.469697   567.503659
    -3.000000     0.520202   515.392217
    -3.000000     0.570707   469.740971
    -3.000000     0.621212   429.665516
    -3.000000     0.671717   394.415541
    -3.000000     0.722222   363.353123
    -3.000000     0.772727   335.934781
    -3.000000     0.823232   311.696592
    -3.000000     0.873737   290.241812
    -3.000000     0.924242   271.230555
    -3.000000     0.974747   254.371175
    -3.000000     1.025253   239.413046
    -3.000000     1.075758   226.140520
    -3.000000     1.126263   214.367854
    -3.000000     1.176768   203.934963
    -3.000000     1.227273   194.703840
    -3.000000     1.277778   186.555551
    -3.000000     1.328283   179.387714
    -3.000000     1.378788   173.112365
    -3.000000     1.429293   167.654173
    -3.000000     1.479798   162.948939
    -3.000000     1.530303   158.942337
    -3.000000     1.580808   155.588877
    -3.000000     1.631313   152.851037
    -3.000000     1.681818   150.698568
    -3.000000     1.732323   149.107936
    -3.000000     1.782828   148.061888
    -3.000000     1.833333   147.549146
    -3.000000     1.883838   147.564201
    -3.000000     1.934343   148.107215
    -3.000000     1.984848   149.184023
    -3.000000     2.035354   150.806238
    -3.000000     2.085859   152.991460
    -3.000000     2.136364   155.763598
    -3.000000     2.186869   159.153297
    -3.000000     2.237374   163.198516
    -3.000000     2.287879   167.945227
    -3.000000     2.338384   173.448288
    -3.000000     2.388889   179.772502
    -3.000000     2.439394   186.993884
    -3.000000     2.489899   195.201179
    -3.000000     2.540404   204.497669
    -3.000000     2.590909   215.003328
    -3.000000     2.641414   226.857371
    -3.000000     2.691919   240.221294
    -3.000000     2.742424   255.282475
    -3.000000     2.792929   272.258468
    -3.000000     2.843434   291.402104
    -3.000000     2.893939   313.007586
    -3.000000     2.944444   337.417760
    -3.000000     2.994949   365.032813
    -3.000000     3.045455   396.320709
    -3.000000     3.095960   431.829712
    -3.000000     3.146465   472.203464
    -3.000000     3.196970   518.199166
    -3.000000     3.247475   570.709556
    -3.000000     3.297980   600.000000
    -3.000000     3.348485   600.000000
    -3.000000     3.398990   600.000000
    -3.000000     3.449495   600.000000
    -3.000000     3.500000   600.000000
 
    -2.949495    -1.500000   600.000000
    -2.949495    -1.449495   600.000000
    -2.949495    -1.398990   600.000000
    -2.949495    -1.348485   600.000000
    -2.949495    -1.297980   600.000000
    -2.949495    -1.247475   600.000000
    -2.949495    -1.196970   600.000000
    -2.949495    -1.146465   600.000000
    -2.949495    -1.095960   600.000000
    -2.949495    -1.045455   600.000000
    -2.949495    -0.994949   600.000000
    -2.949495    -0.944444   600.000000
    -2.949495    -0.893939   600.000000
    -2.949495    -0.843434   600.000000
    -2.949495    -0.792929   600.000000
    -2.949495    -0.742424   600.000000
    -2.949495    -0.691919   600.000000
    -2.949495    -0.641414   600.000000
    -2.949495    -0.590909   600.000000
    -2.949495    -0.540404   600.000000
    -2.949495    -0.489899   600.000000
    -2.949495    -0.439394   600.000000
    -2.949495    -0.388889   600.000000
    -2.949495    -0.338384   600.000000
    -2.949495    -0.287879   600.000000
    -2.949495    -0.237374   600.000000
    -2.949495    -0.186869   600.000000
    -2.949495    -0.136364   600.000000
    -2.949495    -0.085859   600.000000
    -2.949495    -0.035354   600.000000
    -2.949495     0.015152   600.000000
    -2.949495     0.065657   600.000000
    -2.949495     0.116162   600.000000
    -2.949495     0.166667   600.000000
    -2.949495     0.217172   600.000000
    -2.949495     0.267677   600.000000
    -2.949495     0.318182   600.000000
    -2.949495     0.368687   593.378438
    -2.949495     0.419192   535.873705
    -2.949495     0.469697   485.673379
    -2.949495     0.520202   441.751066
    -2.949495     0.570707   403.239067
    -2.949495     0.621212   369.402136
    -2.949495     0.671717   339.615878
    -2.949495     0.722222   313.348911
    -2.949495     0.772727   290.148115
    -2.949495     0.823232   269.626382
    -2.949495     0.873737   251.452419
    -2.949495     0.924242   235.342226
    -2.949495     0.974747   221.051976
    -2.949495     1.025253   208.372033
    -2.949495     1.075758   197.121947
    -2.949495     1.126263   187.146249
    -2.949495     1.176768   178.310923
    -2.949495     1.227273   170.500444
    -2.949495     1.277778   163.615289
    -2.949495     1.328283   157.569839
    -2.949495     1.378788   152.290623
    -2.949495     1.429293   147.714835
    -2.949495     1.479798   143.789096
    -2.949495     1.530303   140.468414
    -2.949495     1.580808   137.715334
    -2.949495     1.631313   135.499225
    -2.949495     1.681818   133.795719
    -2.949495     1.732323   132.586259
    -2.949495     1.782828   131.857765
    -2.949495     1.833333   131.602396
    -2.949495     1.883838   131.817411
    -2.949495     1.934343   132.505117
    -2.949495     1.984848   133.672915
    -2.949495     2.035354   135.333426
    -2.949495     2.085859   137.504728
    -2.949495     2.136364   140.210675
    -2.949495     2.186869   143.481338
    -2.949495     2.237374   147.353567
    -2.949495     2.287879   151.871674
    -2.949495     2.338384   157.088286
    -2.949495     2.388889   163.065361
    -2.949495     2.439394   169.875413
    -2.949495     2.489899   177.602971
    -2.949495     2.540404   186.346320
    -2.949495     2.590909   196.219565
    -2.949495     2.641414   207.355086
    -2.949495     2.691919   219.906450
    -2.949495     2.742424   234.051881
    -2.949495     2.792929   249.998382
    -2.949495     2.843434   267.986646
    -2.949495     2.893939   288.296920
    -2.949495     2.944444   311.256010
    -2.949495     2.994949   337.245669
    -2.949495     3.045455   366.712667
    -2.949495     3.095960   400.180879
    -2.949495     3.146465   438.265869
    -2.949495     3.196970   481.692474
    -2.949495     3.247475   531.316085
    -2.949495     3.297980   588.148456
    -2.949495     3.348485   600.000000
    -2.949495     3.398990   600.000000
    -2.949495     3.449495   600.000000
    -2.949495     3.500000   600.000000
 
    -2.898990    -1.500000   600.000000
    -2.898990    -1.449495   600.000000
    -2.898990    -1.398990   600.000000
    -2.898990    -1.348485   600.000000
    -2.898990    -1.297980   600.000000
    -2.898990    -1.247475   600.000000
    -2.898990    -1.196970   600.000000
    -2.898990    -1.146465   600.000000
    -2.898990    -1.095960   600.000000
    -2.898990    -1.045455   600.000000
    -2.898990    -0.994949   600.000000
    -2.898990    -0.944444   600.000000
    -2.898990    -0.893939   600.000000
    -2.898990    -0.843434   600.000000
    -2.898990    -0.792929   600.000000
    -2.898990    -0.742424   600.000000
    -2.898990    -0.691919   600.000000
    -2.898990    -0.641414   600.000000
    -2.898990    -0.590909   600.000000
    -2.898990    -0.540404   600.000000
    -2.898990    -0.489899   600.000000
    -2.898990    -0.439394   600.000000
    -2.898990    -0.388889   600.000000
    -2.898990    -0.338384   600.000000
    -2.898990    -0.287879   600.000000
    -2.898990    -0.237374   600.000000
    -2.898990    -0.186869   600.000000
    -2.898990    -0.136364   600.000000
    -2.898990    -0.085859   600.000000
    -2.898990    -0.035354   600.000000
    -2.898990     0.015152   600.000000
    -2.898990     0.065657   600.000000
    -2.898990     0.116162   600.000000
    -2.898990     0.166667   600.000000
    -2.898990     0.217172   600.000000
    -2.898990     0.267677   600.000000
    -2.898990     0.318182   563.748445
    -2.898990     0.368687   508.075790
    -2.898990     0.419192   459.539168
    -2.898990     0.469697   417.126610
    -2.898990     0.520202   379.983762
    -2.898990     0.570707   347.387605
    -2.898990     0.621212   318.724845
    -2.898990     0.671717   293.474109
    -2.898990     0.722222   271.191256
    -2.898990     0.772727   251.497215
    -2.898990     0.823232   234.067885
    -2.898990     0.873737   218.625704
    -2.898990     0.924242   204.932601
    -2.898990     0.974747   192.784080
    -2.898990     1.025253   182.004254
    -2.898990     1.075758   172.441673
    -2.898990     1.126263   163.965829
    -2.898990     1.176768   156.464215
    -2.898990     1.227273   149.839864
    -2.898990     1.277778   144.009275
    -2.898990     1.328283   138.900680
    -2.898990     1.378788   134.452576
    -2.898990     1.429293   130.612503
    -2.898990     1.479798   127.336017
    -2.898990     1.530303   124.585833
    -2.898990     1.580808   122.331119
    -2.898990     1.631313   120.546923
    -2.898990     1.681818   119.213710
    -2.898990     1.732323   118.317006
    -2.898990     1.782828   117.847136
    -2.898990     1.833333   117.799050
    -2.898990     1.883838   118.172232
    -2.898990     1.934343   118.970690
    -2.898990     1.984848   120.203030
    -2.898990     2.035354   121.882609
    -2.898990     2.085859   124.027779
    -2.898990     2.136364   126.662216
    -2.898990     2.186869   129.815363
    -2.898990     2.237374   133.522973
    -2.898990     2.287879   137.827789
    -2.898990     2.338384   142.780362
    -2.898990     2.388889   148.440040
    -2.898990     2.439394   154.876148
    -2.898990     2.489899   162.169400
    -2.898990     2.540404   170.413569
    -2.898990     2.590909   179.717484
    -2.898990     2.641414   190.207388
    -2.898990     2.691919   202.029749
    -2.898990     2.742424   215.354605
    -2.898990     2.792929   230.379533
    -2.898990     2.843434   247.334397
    -2.898990     2.893939   266.487005
    -2.898990     2.944444   288.149882
    -2.898990     2.994949   312.688386
    -2.898990     3.045455   340.530448
    -2.898990     3.095960   372.178294
    -2.898990     3.146465   408.222583
    -2.898990     3.196970   449.359477
    -2.898990     3.247475   496.411321
    -2.898990     3.297980   550.351738
    -2.898990     3.348485   600.000000
    -2.898990     3.398990   600.000000
    -2.898990     3.449495   600.000000
    -2.898990     3.500000   600.000000
 
    -2.848485    -1.500000   600.000000
    -2.848485    -1.449495   600.000000
    -2.848485    -1.398990   600.000000
    -2.848485    -1.348485   600.000000
    -2.848485    -1.297980   600.000000
    -2.848485    -1.247475   600.000000
    -2.848485    -1.196970   600.000000
    -2.848485    -1.146465   600.000000
    -2.848485    -1.095960   600.000000
    -2.848485    -1.045455   600.000000
    -2.848485    -0.994949   600.000000
    -2.848485    -0.944444   600.000000
    -2.848485    -0.893939   600.000000
    -2.848485    -0.843434   600.000000
    -2.848485    -0.792929   600.000000
    -2.848485    -0.742424   600.000000
    -2.848485    -0.691919   600.000000
    -2.848485    -0.641414   600.000000
    -2.848485    -0.590909   600.000000
    -2.848485    -0.540404   600.000000
    -2.848485    -0.489899   600.000000
    -2.848485    -0.439394   600.000000
    -2.848485    -0.388889   600.000000
    -2.848485    -0.338384   600.000000
    -2.848485    -0.287879   600.000000
    -2.848485    -0.237374   600.000000
    -2.848485    -0.186869   600.000000
    -2.848485    -0.136364   600.000000
    -2.848485    -0.085859   600.000000
